"Var1","Relation","Var2","Cor","Topic","Stage","Type","Confirmed","Notes","bibref"
"vocal suggestion","<=>","predicate","","1st milestone in language evolution","preadaptation","hypothesis","no","Porshnev 2006: 601: Hence, things were first drawn into the functioning of the second signalling system as auxiliary means for the interindividual suggestive apparatus of communication [interdiction I, II and III – TN], and this stage continued for a very long time throughout the entire period of ‘primitive nonsense’ and largely throughout the period of mythology. Nevertheless, [the process] of pulling things into the world of words [i.e. ‘intrusion of things’– TN] was preparing a major upheaval for the relationship between the two [things and the world of words].","porshnev2006on"
"'wild' fire",">","'tamed' fire","","Fire","coevolution","hypothesis","no","Porshnev 2006: 466: “Thus, humans mastered fire in the Neolithic period, which laid the foundation for the transition to the Metal Age. The above-mentioned discussion can be reduced to the following three main stages of mastery of fire:  I. The Old Paleolithic. Involuntary, ‘wild’ fire. Fire is predominantly in the form of a spark or smoldering or smoke. […] From the complete uselessness of fire for archaic humans to the use of smoldering smoke or heat for the purpose of melting bone marrow. II. Middle Paleolithic. ‘Tamed’ fire. Fire is predominantly in the form of smoldering, of warm or hot ash, and of coal heat. […] From using smoke and extracting bone marrow to using heat for cooking and heating up. Original quote: “Таким образом, в неолите завершилось освоение огня, что подготовило предпосылки для перехода к веку металла. Всё сказанное можно свести к трём главным этапам освоения огня. I. Древний палеолит. Непроизвольный, «дикий» огонь. Огонь преимущественно в форме искры, тления, дыма. От полной бесполезности огня для археоантропа до начала использования дыма от тления и тепла для вытапливания костного мозга. II. Средний палеолит. «Приручённый» огонь. Огонь преимущественно в форме тления, тёплой и горячей золы, угольного жара. […] От использования дыма, от добывания костного мозга до начала использования жара для обогревания и приготовления пищи.","porshnev2006on"
"'tamed' fire",">","domestic fire","","Fire","coevolution","hypothesis","no","Porshnev 2006: 466: “The Upper Paleolithic and beyond. Domestic fire. Fire is predominantly in the form of heat, flame and burning. From a fire pit to a pit oven and a lamp. Humans benefited from all properties of fire. The emergence of new methods of obtaining fire: […]. Humans learnt how to extinguish a fire with water.  Original quote: “III. Верхний палеолит и далее. «Одомашненный» огонь. Огонь преимущественно в форме жара, пламени, горения. От ямы до ямы-печи и светильника. Использование человеком всех полезных свойств огня. Появление новых способов получения огня […]. Освоение приёма тушения огня водой.”","porshnev2006on"
"predicate",">","brain development","","Brain","coevolution","hypothesis","no","Porshnev 1974: 567-589","porshnev2006on"
"brain development","<=>","the second signalling system","","Brain","coevolution","hypothesis","no","Porshnev 2006: 578: “The brain was restructuring in unity with the genesis of the second signalling system. For example, as we know, the brain lost a considerable part of the occipital (mainly visual) lobe; it can be assumed, therefore, that we lost the ability of better vision, moving in the semi-darkness and noticing the slightest obstacles […] that the Neanderthals possessed.” Original quote: “Мозг перестраивался вместе, в единстве с генезисом второй сигнальной системы. В том числе, как мы знаем, он расплатился утратой немалой части затылочной (в основном — зрительной) доли; можно предположить, что мы тем самым лишились принадлежавшей неандертальцам способности хорошо и видеть, и передвигаться в полутьме, замечать малейшие помехи […].”","porshnev2006on"
"the second signalling system",">","protolanguage","","Language","preadaptation","hypothesis","no","Porshnev 2006: 49: “Therefore, in order to solve this inconsistency, for this early period [of the development of Homo sapiens – TN], it is better to use, for example, the physiological term ‘second signal system’, which for the later historical periods corresponds to the terms ‘language’ and ‘oral and written speech’. Original quote: “Поэтому, чтобы выйти из затруднения, для ранней поры лучше, например, физиологический термин «вторая сигнальная система», который для более высоких исторических этажей вытесняется словами «язык», «устная и письменная речь».”","porshnev2006on"
"protolanguage",">","socialization","","Socialization","coevolution","hypothesis","no","Porshnev 2006: 34: “However, the development of the brain plays a decisive role in the development of society: along with the development of tools and speech, the evolution of Homo sapiens continues with the period of socialization, where biological instincts are replaced by collective memory […].” Original quote: “Однако развитие мозга играет решающую роль в развитии общества: вместе с прогрессом орудий и речи анатомическое тело человека у Homo sapiens находит продолжение в социальном теле, набор биологических инстинктов заменяется коллективной памятью […].”","porshnev2006on"
"domestic fire",">","interdiction 1: prohibition of an act","","Fire","coevolution","hypothesis","no","Porshnev 2006: 469: “Fire is the personification of the ancestors of the clan and, thus, it represents blood relationships. With the separation of clans and families, the ancestral fire was also transferred, as an expression of the continuing connection to the ancestors. It is clear that, under these conditions, the most severe prohibitions on extinguishing fire emerged, the numerous remnants of which are widely known nowadays to ethnographers.”  Original quote: “Огонь — олицетворение предков рода и тем самым кровного родства. При отпочковании родов и семей происходил перенос родового огня, как наглядное выражение сохраняющейся связи с предками. Ясно, что в этих условиях вырабатывались жесточайшие запреты тушения огня, многочисленные пережитки которых широко известны этнографам.”","porshnev2006on"
"domestic fire",">","taboo","","Taboo","coevolution","hypothesis","no","Porshnev 2006: 594: “The distinction between the touchable and untouchable objects is one of the earliest oppositions, perhaps; as mentioned earlier, a pointing gesture is a gesture of the prohibition of touch: once this pointing gesture was perhaps denoted by objects that prohibited touch (e.g., sky, sun, fire and eye).” Original quote: “К числу самых ранних оппозиций, наверное, надо отнести противоположность предметов прикосновенных и недоступных прикосновению; как уже упоминалось, указательный жест есть жест неприкосновения: он, может быть, некогда даже сам «обозначался» объектами, действительно по своей натуре исключающими прикосновение (в том числе небо, солнце, огонь, глаз и пр.).”","porshnev2006on"
"interdiction 3: prohibition of disagreement",">>","vocal suggestion","","Vocal suggestion","preadaptation","hypothesis","no","Porshnev 2006: 559: “However, the Neoanthropes [the first humans of modern type; Homo sapiens – TN] undergo a transformation of cardinal importance—the transition of interdiction into suggestion. In the morphology of their brain, this transformation corresponds to the emergence of a highly developed prefrontal part of the frontal lobe of the cortex—in particular, the emergence of its upper part—due to a sharp decrease in the size of the occipital lobe […].” Original quote: “Но у неоантропов происходит преобразование кардинальной важности — переход интердикции в суггестию. В морфологии головного мозга этому соответствует появление у Homo sapiens весьма развитого префронтального отдела лобной доли коры, в особенности верхней его части, за счёт крутого уменьшения объёма затылочной доли […].”","porshnev2006on"
"vocal suggestion",">","socialization","","Vocal influence","preadaptation","hypothesis","no","Porshnev 2006: 566: “Suggestion becomes a fundamental means for humans to influence the actions and behaviour of others, i.e., it has become a special system of behaviour regulation with the help of signals […]. This neurophysiological system of mutual inhibition and excitation of actions precedes the emergence of social relations and society, but at the same time it can be considered a beginning of social relations.”  Original quote: “Суггестия становится фундаментальным средством воздействия людей на поступки и поведение других, т. е. особой системой сигнальной регуляции поведения. […] Эта нейрофизиологическая система взаимного оттормаживания и побуждения тех или иных действий предшествует возможности возникновения общественных отношений и общества, но в то же время может рассматриваться как первичная завязь общественных отношений.”","porshnev2006on"
"domestic fire",">","protolinguistic symbols","","Fire","coevolution","hypothesis","no","Porshnev 2006: 469: “At the same time, fire unified the community, it was a symbol of unity, as well as a symbol of shared shelter and blood. Red paint was a symbol of both blood and fire, as if they were equivalent: in tribal customs, blood is redeemed with blood, or it is purified by fire. Fire is the personification of the ancestors of the clan and, thus, it also represents blood relationships.” Original quote: “Вместе с тем, огонь внутренне сплачивал общину, выражал её единство, общность крова и крови. Красная краска — символ и крови и огня одновременно, они как бы эквивалентны: кровь в родовых обычаях искупается кровью или очищается огнём. Огонь — олицетворение предков рода и тем самым кровного родства. ","porshnev2006on"
"protolinguistic symbols","/>","fetish","none","Protosymbols","preadaptation","hypothesis","no","Porshnev 2006:  594: “Because all these objects involve the feelings of holiness, magic, sorcery and, at the same time, the state of neurosis, it is easy to assume that fetishes, totems and taboo-objects emerged as the symbols [signs – TN] that inhibited or excited shouts, commands, and etc., which were related to the context. However, in order to become full signs for these sounds, these objects would have to acquire the paired (or broad) interchangeability or equivalence in relation to each other, in their current role.”  Original quote: “Поскольку все такие предметы ныне несут оттенок святости, волшебства, магии, а вместе с тем и невроза, мы легко допускаем, что фетиши, тотемы, предметы-табу действительно возникли как знаки, в частности тормозящие и растормаживающие, каких-либо сопряжённых окриков, команд и т. п. Однако, чтобы быть в полном смысле знаками этих звуков, предметы должны были бы обрести ещё в данной функции и парную (или более широкую) взаимозаменимость или эквивалентность между собой.”","porshnev2006on"
"protolinguistic symbols","/>","totem","none","Protosymbols","preadaptation","hypothesis","no","Porshnev 2006:  594: “Because all these objects involve the feelings of holiness, magic, sorcery and, at the same time, the state of neurosis, it is easy to assume that fetishes, totems and taboo-objects emerged as the symbols [signs – TN] that inhibited or excited shouts, commands, and etc., which were related to the context. However, in order to become full signs for these sounds, these objects would have to acquire the paired (or broad) interchangeability or equivalence in relation to each other, in their current role.”  Original quote: “Поскольку все такие предметы ныне несут оттенок святости, волшебства, магии, а вместе с тем и невроза, мы легко допускаем, что фетиши, тотемы, предметы-табу действительно возникли как знаки, в частности тормозящие и растормаживающие, каких-либо сопряжённых окриков, команд и т. п. Однако, чтобы быть в полном смысле знаками этих звуков, предметы должны были бы обрести ещё в данной функции и парную (или более широкую) взаимозаменимость или эквивалентность между собой.”","porshnev2006on"
"protolinguistic symbols","/>","cave art","none","Protosymbols","preadaptation","hypothesis","no","Porshnev 2006: 570-571: “Humans of the early Upper Palaeolithic were already capable of ‘drawing’, not yet fully being able to ‘speak’, if we use these modern terms for describing their capabilities.  Original quote: “Люди начальной поры верхнего палеолита уже «рисовали», ещё не вполне умея «разговаривать», если применять эти термины в современном смысле.”","porshnev2006on"
"triplasty",">","interdiction 2: disagreement with prohibition","none","Suggestion","preadaptation","hypothesis","no","Porshnev 2006: 618: “Triplasty is the first step on the way to thinking and, therefore, on the way to counter-suggestion [interdiction II – TN], which will later cause the transformation of the second signalling system as a mechanism of interindividual influence into a reflective, cognitive and informative mechanism. Original quote in Russian: “Трипластия — первый шаг на пути к мышлению, следовательно, и первый шаг контрсуггестии, который приведёт в дальнейшем к превращению второй сигнальной системы из механизма интериндивидуального влияния в отражательный, познавательный, информативный механизм.","porshnev2006on"
"'intrusion of things'",">","diplasty","","Predicate evolvement","preadaptation","hypothesis","no","Porshnev 2006: 604: “The signals of the second signalling system were only antagonists of the first signalling system—in the sense that they served as an inversion of inhibition [lit. the inhibitory dominant – TN]: they were only a kind of ‘opposite’ to the normal reaction and nothing else. After the ‘intrusion of things’ [By the ‘intrusion of things’, Porshnev (2006: 590) means ‘the ingress of objects into the sphere of sound production and sound perception’ – TN], they [the signals of the second signalling system] acquired meaning (i.e., a semantic or nominative function), becoming opposite or antagonistic to the first signalling system, by conveying a signal that is absent in the first signalling system. It could be the combinations of meanings that are either generally impossible and unrealizable in the world of things, or the combinations of meanings that require the transformation of things such that they become compatible with themselves; or, alternatively, it could be the combinations of meanings that convey a real signal, corresponding to the first signalling system, but belonging to another organism.”  Original quote: “Сигналы второй сигнальной системы были всего-навсего антагонистами первой сигнальной системы в том смысле, что служили инверсией тормозной доминанты: они были только неким «наоборот» нормальной реакции и ничем больше. После «вторжения вещей» они обретают смысл, т. е. семантическую или номинативную функцию, теперь они противоположны, или антагонистичны первой сигнальной системе тем, что сигнализируют нечто отсутствующее в первой сигнальной системе. Это могут быть такие комбинации смыслов, которые либо вообще невозможны и нереализуемы в мире вещей; либо требуют преобразования вещей для приведения последних в соответствие с собой; либо, допустим, и несут вполне реальную, т. е. отвечающую вещам, первосигнальную информацию, однако принадлежащую-то вовсе не данному организму, а другому.”","porshnev2006on"
"vocal suggestion",">","taboo","","Taboo","preadaptation","hypothesis","no","Porshnev 2006: 607: “This was a beginning of deprivation that, apparently, emerged from the interdictive suppression of grasp reactions, and, thereby, from material contacts with similar species and with things. This is a root of the whole bunch of primitive taboos: prohibitions of touching, prohibitions of senses, including looking at something.”  Original quote: “Началась депривация, видимо, с интердиктивного пресечения хватательных реакций и тем самым материальных контактов с подобными себе и с вещами. Отсюда — целый веер первобытных табу: запреты прикосновений, запреты восприятий, в том числе глядения на что-либо.”","porshnev2006on"
"tool making",">","'wild' fire","","Tools","preadaptation","hypothesis","no","Porshnev 2006: 457: “Slowly evolving, the ancient technique of making stone tools forced the Troglodytidae to encounter fire more often along the way. The tool-making technology that was based on the ‘principle of percussion’ had advanced. This ascending trend of tool-making development peaked at the Mousterian period, which coincides with the emergence of the pressing technique: first, there was a transition from the Chellean tools to the more carefully hewn Acheulean tools, then from the tools hewn on both sides to the tools of the Mousterian period made with a chipping technique (including the chipping and trimming of the core, chipping off plates and secondary processing of flakes with many blows). The pressing technique does not produce sparks during the process of tool making. However, sparks are produced with the percussion method, and the more advanced this method became, the more hitting of a stone on a stone it required, and, as a result, the more sparks were produced, which led to the more frequent spontaneous ignition of their [Troglodytidae’s – TN] habitat. Thus, the statistical probability of the spread of this fire to forests and steppes also increased. These quantitative changes led to a new quality—the beginning of ‘taming’ of fire.”  Original quote: “Медленно эволюционируя, древняя техника изготовления каменных орудий попутно заставляла троглодитид всё чаще встречаться с огнём. Переход от шелльских орудий к более тщательно отёсанным ашёльским, далее, от двустороннего обтёсывания — к мустьерской технике сколов, включающей стёсывание и подтёску нуклеуса, откалывание пластин, вторичную обработку отщепов многими ударами, — всё это есть нарастание техники, основанной на принципе удара: восходящая линия ударной техники, кульминационная точка которой в мустье совпадает с первыми зачатками отжимной техники. Отжимная техника не даёт искр при изготовлении орудий, ударная же чем больше развивалась, тем больше требовала ударов камнем по камню, тем больше искр, тем чаще, следовательно, сопровождалась непроизвольными возгораниями подстилки мест обитания. Возрастала тем самым статистическая вероятность распространения этого огня на лес и степь вокруг. Эти количественные изменения привели к новому качеству — к началу «приручения» огня.”","porshnev2006on"
"vocal suggestion",">","brain development","","Brain","preadaptation","hypothesis","no","Porshnev 2006: 559: “However, the Neoanthropes [the first humans of modern type; Homo sapiens – TN] undergo a transformation of cardinal importance—the transition of interdiction into suggestion. In the morphology of their brain, this transformation corresponds to the emergence of a highly developed prefrontal part of the frontal lobe of the cortex—in particular, the emergence of its upper part—due to a sharp decrease in the size of the occipital lobe […].” Original quote: “Но у неоантропов происходит преобразование кардинальной важности — переход интердикции в суггестию. В морфологии головного мозга этому соответствует появление у Homo sapiens весьма развитого префронтального отдела лобной доли коры, в особенности верхней его части, за счёт крутого уменьшения объёма затылочной доли […].”","porshnev2006on"
"protolanguage",">","symbolic thinking","","Thinking","preadaptation","hypothesis","no","Porshnev 2006: 135: “It is not the speech that is an instrument of thinking (this illusion has long prevented us from understanding the importance of speech) but it is thinking that resulted from speech.” Original quote: “Не речь — орудие мышления (эта иллюзия долго мешала понять фундаментальное значение речи), но мышление — плод речи”. Porshnev 2006: 554: “The emergence of conceptual thinking, in my opinion, cannot be explained by a straightforward evolutionary complication of interactions between the organism and the environment. The origins of conceptual thinking lie in new types of relationships between individuals, and not in the relationship of the individual and the nature.” Original quote: “Возникновение понятийного мышления, по моему мнению, невозможно объяснить в плане прямолинейного эволюционного усложнения взаимодействий между организмом и средой. Его истоки лежат в новых отношениях между индивидами, а не в отношениях единоличника-индивида к природе.”","porshnev2006on"
"brain development",">","socialization","","Brain","preadaptation","hypothesis","no","Porshnev 2006: 34: “However, the development of the brain plays a decisive role in the development of society: along with the development of tools and speech, the evolution of Homo sapiens continues with the period of socialization, where biological instincts are replaced by collective memory […].” Original quote: “Однако развитие мозга играет решающую роль в развитии общества: вместе с прогрессом орудий и речи анатомическое тело человека у Homo sapiens находит продолжение в социальном теле, набор биологических инстинктов заменяется коллективной памятью […].”","porshnev2006on"
