"Var1","Relation","Var2","Cor","Topic","Stage","Type","Confirmed","Notes","bibref"
"resource density",">","reproductive strategy: male","","","coevolution","hypothesis","","[Sham menstruation] would not motivate males to embark on long-distance, logistic hunts or foraging expeditions; on the contrary, it should promote mate-guarding. 'Sham menstruation' would function to mobilize male mating effort on condition there were were sufficient gatherable resources in the vicinity to permit area-intensive foraging.","knight1995human"
"travel efficiency",">","stress: female","neg","","coevolution","review","","One of the key means to alleviate reproductive stress would be to reduce activity levels, especially energetic costs of travel (Prentice & Whitehead 1987).","knight1995human"
"foraging strategy: female","<=>","stress: female","","","coevolution","review","","conceivable solutions to the problem of female resource stress include ... increased female foraging autonomy from males, as some archaeologists (e.g. Binford in Fischman 1992; Soffer 1992) posit for the Neanderthals in Europe","knight1995human"
"resource density",">","reproductive strategy: female","","","coevolution","review",""," Another [solution to the problem of female resource stress] might be to stay in biotically rich environments permitting area-intensive foraging by relatively self-sufficient females (cf. Soffer 1992 on eastern European Neanderthals). ","knight1995human"
"home base",">","stress: female","neg","","coevolution","hypothesis","","conceivable solutions to the problem of female resource stress include ... investing more heavily in camp sites and refusing sex to all males except those returning 'home' with provisions. ","knight1995human"
"division of labour",">","stress: female","neg","","coevolution","hypothesis","","A radical solution would be to cease 'chasing after' game animals or those hunting them and instead make the meat move. This would involve investing more heavily in camp sites and [females] refusing sex to all males except those returning 'home' with provisions. ","knight1995human"
"home base",">>","sex strike: female","pos","","coevolution","hypothesis",""," refusing sex to all males except those returning 'home' with provisions. Knight (1991) has termed this the 'sex strike' option. ","knight1995human"
"sham menstruation",">","sex strike: female","pos","","coevolution","hypothesis","","We posit that pressures to transform 'sham menstruation' into such a 'sex strike' strategy would have built up during a glacial rather than interglacial cycle. Reproductive stress motoring 'sham menstruation' may have become most acute in the period 160-140 kya, the height of the Penultimate Glacial cycle (Jouzel et al. 1993)","knight1995human"
"sex strike: female",">","parental investement","pos","","coevolution","hypothesis","","conceivable solutions to the problem of female resource stress include ... investing more heavily in camp sites and refusing sex to all males except those returning 'home' with provisions. ","knight1995human"
"sex strike: female",">","sexual intercourse frequency","neg","","coevolution","qualitative","","Andrew Smith gives an account from nineteenth century Khoisan in the northern Cape illustrating how marital sex could be made collectively conditional upon men returning home with meat:","knight1995human"
"sex strike: female",">","signal: wrong sex","","","coevolution","qualitative","","Metaphorically and in ritual practice, Hadza and Khoisan menstruants become hunters x that is, symbolically 'male'.","knight1995human"
"sex strike: female",">","signal: wrong time","","","coevolution","qualitative","","","knight1995human"
"sex strike: female",">","signal: wrong species","","","coevolution","qualitative",""," Probably the best known and most widespread aspect of Khoisan menarcheal ritual is the 'Eland Bull Dance', performed during the final days and nights of menstrual seclusion and upon the emergence of the 'new maiden' (e.g. Lewis-Williams 1981; Valiente-Noailles 1993). ... In an elaborate 'wrong species' pantomime, the women mimic the courtship behaviour of eland cows,","knight1995human"
"signal: wrong sex",">","symbolic signals","pos","","coevolution","logical","","","knight1995human"
"signal: wrong time",">","symbolic signals","pos","","coevolution","logical","","","knight1995human"
"signal: wrong species",">","symbolic signals","pos","","coevolution","logical","","","knight1995human"
"home base",">","division of labour","pos","","coevolution","qualitative","","But when we do find archaeological evidence for structured hearths or other signs of investment in home bases (Stringer & Gamble 1993, 154-8), an implication is that females were establishing greater residential stability, with the corollary that they were motivating their mates to take on proportionately more of the energetic costs of foraging.","knight1995human"
"sex strike: female",">","foraging strategy: male: large game","","","coevolution","qualitative",""," Recent ethnographic work confirms that hunters focus on large game because marital and extramarital relations are best pursued by such means (Hill & Kaplan 1988; Hawkes 1990; Hawkes et al. 1992)","knight1995human"
"alliances: female","<=>","sex strike: female","pos","","coevolution","qualitative","","[the sex-strike] strategy implies intense levels of sexual solidarity. xx_ Joint periodic resistance to male advances should generate female solidarity and interdependence, optimizing menstrual synchrony within each camp (cf. Graham 1991)","knight1995human"
"sham menstruation",">","blood taboo","pos","","coevolution","hypothesis","","Using blood and/or pigments, menstruating and non-cycling females now implicate one another in the same action, whole groups signalling 'menstruation' together. To the extent that this announces regular periodic 'strike' action, 'taboo' now becomes a property of this signal.","knight1995human"
"blood taboo",">","parental investment","pos","","coevolution","hypothesis","","But how to prevent males secretly eating their own kills out in the bush? To draw on the symbolic configuration already in place to prevent this, females can exploit the natural fact that hunted game animals visibly bleed. ... The blood of the hunt as a public, communal construct signals 'menstrual blood', the symbolism of this prompting comparable avoidance. ... Men who have just killed a game animal are inhibited by the blood from eating it. ","knight1995human"
"cooking",">","parental investment","pos","","coevolution","hypothesis","","To remove its 'rawness', they must bring the meat home to be 'cooked' - whereupon it passes into female hands (cf. LeviStrauss 1970). Given such arrangements, cheating by hunters should be minimized, and reliable provisioning will permit the formation of relatively large and stable residential groups.","knight1995human"
"lunar phase",">>","sex strike: female","pos","","coevolution","hypothesis","","The whole system can only work if collective hunting is a periodic work/rest activity governed by a monthly on/off rhythm, with the proceeds of each large, ceremonially prepared 'special' hunt augmented during the rest of the month with food from less organized kinds of foraging/scavenging.","knight1995human"
"lunar phase",">","foraging stragegy: male","pos","","coevolution","hypothesis","","Action during waning moon would schedule the climax of hunting, butchering and transporting activities within the darkest portion of each month. Since this would limit the effective day length available to complete such activities, we are led to posit the reverse polarity - strike action during waxing moon, climaxing with the return of the hunt by or around full moon. ","knight1995human"
"signal cost",">","trust","pos","","coevolution","review","","Zahavi (1987) has shown that a signal's discernible costs can nonetheless guarantee its honesty by tapping and hence testing the very reservoir of quality that the signal is attempting to advertise. ","knight1995human"
"counterdominance",">","alliances","pos","","coevolution","review","","through counterdominance strategies minimizing such sources of conflict as inter-male reproductive differentials (Turke 1984; 1988; Power & Aiello in press), humans were establishing unusually extensive, stable, kin-based coalitions fostering corresponding levels of mutual trust.","knight1995human"
"alliances",">","trust","pos","","coevolution","review","","through counterdominance strategies minimizing such sources of conflict as inter-male reproductive differentials (Turke 1984; 1988; Power & Aiello in press), humans were establishing unusually extensive, stable, kin-based coalitions fostering corresponding levels of mutual trust.","knight1995human"
"grooming","/>","alliances","pos","","coevolution","review",""," There are grounds for linking counterdominance with an increasing reliance on low-cost vocal-auditory communication in place of energy-expensive gesture and manual grooming (cf. Aiello & Dunbar 1993). We have seen how, in conflict situations, lowcost signals are mistrusted and ignored by listeners precisely on account of their low costs","knight1995human"
"ritual","<=>","gossip","pos","","coevolution","review","","the two most easily distinguished ethnographically documented ways of communicating x one narrowly vocal, the other exaggeratedly gestural, one 'speech', the other 'ritual' x appear not as successive stages but as interdependent poles of one and the same symbolic domain. Speech is 'gossip' about the representations implanted by ritual; ritual generates an entire world of amplified deceptions which x being standardized and communal x can now be gossiped about for the first time","knight1995human"
"trust",">>","symbolic signals","pos","","coevolution","hypothesis","","Provided internal deception remained relatively rare, conditions for the evolution of conventional signalling might have been established, yielding a growing 'proto-language' of coded terms for social/environmental reference (cf. Bickerton 1990)","knight1995human"
"symbolic signals",">","signal cost","neg","","coevolution","review","","Zahavi (1987) has shown that a signal's discernible costs can nonetheless guarantee its honesty by tapping and hence testing the very reservoir of quality that the signal is attempting to advertise. ","knight1995human"
"ritual",">","signal cost","","","coevolution","review","","By contrast [to symbolic signals], ritual in human cultures demands seemingly disproportionate energetic investments (Sperber 1975).","knight1995human"
"ritual",">","supernatural beliefs","","","coevolution","hypothesis","","To rely on coded signals to implant a construct such as 'Supernatural Potency' would be hopeless and as futile as using cryptic nods and winks to instil belief in 'God'. Intangibles, by definition, are not self-evident. One cannot just refer to them. They have first to be emotively experienced. The only known agency capable of ensuring this is communal ritual (Durkheim 1965 [1912]; cf. Gellner 1992, 36-7).","knight1995human"
"trust",">","supernatural beliefs","","","coevolution","hypothesis","","To rely on coded signals to implant a construct such as 'Supernatural Potency' would be hopeless and as futile as using cryptic nods and winks to instil belief in 'God'. Intangibles, by definition, are not self-evident. One cannot just refer to them. They have first to be emotively experienced. The only known agency capable of ensuring this is communal ritual (Durkheim 1965 [1912]; cf. Gellner 1992, 36-7).","knight1995human"
"supernatural beliefs",">","symbolic signals","","","coevolution","hypothesis","","","knight1995human"
"supernatural beliefs",">","tense","","","coevolution","hypothesis","","as long as humans were referring only to demonstrable phenomena, complex grammar could not have evolved. Why burden vocalizations with tense and case if spatio-temporal relationships can be gesturally demonstrated or inferred from living context? ","knight1995human"
"supernatural beliefs",">","case","","","coevolution","hypothesis","","as long as humans were referring only to demonstrable phenomena, complex grammar could not have evolved. Why burden vocalizations with tense and case if spatio-temporal relationships can be gesturally demonstrated or inferred from living context? ","knight1995human"
"ritual",">","secret codes","pos","","coevolution","hypothesis","","Ritual 'conspiracy' requires not only publicity but also concealment, driving a new dependency on secret codes which are not only cheap but can be arbitrarily changed so as to exclude the targets of deception (Englefield 1977,123). Gesture, being largely self-evident, is in this context a handicap and is therefore rejected in favour of vocal reliance x yielding a system of wholly coded communication effective even in the dark. ","knight1995human"
"secret codes",">","symbolic signals","pos","","coevolution","hypothesis","","Ritual 'conspiracy' requires not only publicity but also concealment, driving a new dependency on secret codes which are not only cheap but can be arbitrarily changed so as to exclude the targets of deception (Englefield 1977,123). Gesture, being largely self-evident, is in this context a handicap and is therefore rejected in favour of vocal reliance x yielding a system of wholly coded communication effective even in the dark. ","knight1995human"
"secret codes",">","iconic signals","neg","","coevolution","hypothesis","","Ritual 'conspiracy' requires not only publicity but also concealment, driving a new dependency on secret codes which are not only cheap but can be arbitrarily changed so as to exclude the targets of deception (Englefield 1977,123). Gesture, being largely self-evident, is in this context a handicap and is therefore rejected in favour of vocal reliance x yielding a system of wholly coded communication effective even in the dark. ","knight1995human"
"cosmetics",">","ochre use: ancient","pos","","coevolution","review","","The ochre record should document an initial period of sporadic ochre use ('sham menstruation' prompted only by the local incidence of real menstruation) followed by an explosion in such use (reflecting regular monthly body-painting, regardless of real menstruation) coinciding with the first evidence for a sexual division of labour. ... the explo- sion in the use of red ochre with the MSA2b is re- markable, an increase greater than an order of magnitude.","knight1995human"
"ochre use: ancient","~","division of labour: ancient","pos","","coevolution","review","","The ochre record should document an initial period of sporadic ochre use ('sham menstruation' prompted only by the local incidence of real menstruation) followed by an explosion in such use (reflecting regular monthly body-painting, regardless of real menstruation) coinciding with the first evidence for a sexual division of labour. ... There are limited morphological data, however, which have been interpreted as indicating greater division of labour by age and possibly by sex among Levantine early modern humans than among broadly contemporary Levantine Neanderthals.","knight1995human"
"hide preservation","/>","ochre use: ancient","pos","","coevolution","review","","functional hypotheses have been proposed for ochre use ... the hide-preservation hypothesis (Keeley 1978; 1980), which draws on Mandl's (1961) work on the preservative effect of metal oxides in inhibiting the bacterial breakdown of collagen. ... While we cannot state that pigments were never used to preserve hides, we can be confident that any such use was marginal or secondary. ... Where ochre was used by Khoisan to treat hides, it was not to preserve them but for decorative effect;","knight1995human"
"blood taboo",">","periodic female inviolability","pos","","coevolution","review","","Our model predicts periodic female inviolability as a discernible focus of early hunter-gatherer ritual traditions. Menstrual taboos meet this expectation, being sufficiently widespread and invariant to indicate extreme antiquity (Knight 1991 and refs). ","knight1995human"
"blood taboo",">","myth","","","coevolution","review","","the model does not necessarily predict the survival into the present of behavioural aspects of the posited 'initial situation'. For example, we do not expect lunar cycle menstrual synchrony under contemporary conditions. Nor do we necessarily expect hunting behaviour to climax around full moon. The model concerns public, ritual signals, and their discursive reflection in myth. Wherever surviving myth and ritual have anything to say about the raw and the cooked, the moon, menstruation, abstinence, hunting and so forth, we expect the rules to match the improbable specifications of our model. Social anthropologists, notably Levi-Strauss (1970; 1973; 1978; 1981), have documented widespread mythic and ritualistic preoccupation with precisely such signals, rendering our predictions empirically vulnerable.","knight1995human"
"blood taboo",">","beliefs: hunting","","","coevolution","qualitative","","Predictably, the taboos recurrently concern hunting luck x the severity of observances varying cross-culturally with dependence upon hunting (Kitahara 1982).","knight1995human"
"blood taboo",">","beliefs: mesntruation","","","coevolution","qualitative","","Among the Zu/'hoasi (formerly the !Kung), it is said 'that if a woman sees traces of menstrual blood on another woman's leg or even is told that another woman has started her period, she will begin menstruating as well' (Shostak 1983, 68).","knight1995human"
"beliefs: mesntruation","~","beliefs: hunting","","","coevolution","qualitative","","As with the Hadza, the Khoisan widely warn men against hunting while their wives are menstruating x to do so is to risk becoming the prey (e.g. Biesele 1993, 93)","knight1995human"
"beliefs: sex","~","beliefs: hunting","","","coevolution","qualitative","","In conformity with predictions, the Khoisan consider such displaced 'animal sex' x in effect, 'anti-sex' x good for hunting luck. 'Human' or heterosexual marital sex, here as throughout the world, undermines hunting luck.","knight1995human"
"sham menstruation",">","beliefs: mesntruation","","","coevolution","","","","knight1995human"
"marital relations","/>","art: ancient","","","coevolution","logical","","Whether in southern Africa or elsewhere, evidence that ritual focused on marital relations would falsify our model. Pair-bonding should not be a focus of rock art. ","knight1995human"
"beliefs: hunting",">","art: ancient","","","coevolution","hypothesis","","The model predicts instead all-female groups engaged in dancing, or all-male groups hunting or preparing for hunting. 'Art' traditionally expresses ritual priorities (Harrison 1922; LewisWilliams 1981); given our understanding of how ritual originates, we expect rock artists traditionally to be concerned to fantasize 'animal' roles. If human females are the focus, these should not be 'sociobiological' x that is, narrow-waisted, big-hipped, big-bosomed, nubile and available (cf. Low et al. 1987). Rather, they should be 'ritually potent'. They should include figures interpretable as menstruating, pregnant and/or nursing; as gender-ambivalent; and as pantomiming 'animal' courtship behaviour or attributes (Figs. 8 & 9). ","knight1995human"
"beliefs: mesntruation",">","art: ancient","","","coevolution","hypothesis","","The model predicts instead all-female groups engaged in dancing, or all-male groups hunting or preparing for hunting. 'Art' traditionally expresses ritual priorities (Harrison 1922; LewisWilliams 1981); given our understanding of how ritual originates, we expect rock artists traditionally to be concerned to fantasize 'animal' roles. If human females are the focus, these should not be 'sociobiological' x that is, narrow-waisted, big-hipped, big-bosomed, nubile and available (cf. Low et al. 1987). Rather, they should be 'ritually potent'. They should include figures interpretable as menstruating, pregnant and/or nursing; as gender-ambivalent; and as pantomiming 'animal' courtship behaviour or attributes (Figs. 8 & 9). ","knight1995human"
"beliefs: sex",">","art: ancient","","","coevolution","hypothesis","","The model predicts instead all-female groups engaged in dancing, or all-male groups hunting or preparing for hunting. 'Art' traditionally expresses ritual priorities (Harrison 1922; LewisWilliams 1981); given our understanding of how ritual originates, we expect rock artists traditionally to be concerned to fantasize 'animal' roles. If human females are the focus, these should not be 'sociobiological' x that is, narrow-waisted, big-hipped, big-bosomed, nubile and available (cf. Low et al. 1987). Rather, they should be 'ritually potent'. They should include figures interpretable as menstruating, pregnant and/or nursing; as gender-ambivalent; and as pantomiming 'animal' courtship behaviour or attributes (Figs. 8 & 9). ","knight1995human"
