"Var1","Relation","Var2","Cor","Topic","Stage","Type","Confirmed","Notes","bibref"
"pre-morphological type: incorporating languages",">>","fetish","","Fetishism","coevolution","hypothesis","no","Losev 1982: 263: “Therefore, totemism and fetishism are the two most striking and most understandable outcomes of incorporated thinking that arise from the inability to clearly distinguish different categories or unite them in [a larger – TN] category. This inability is also extended to the inability to distinguish parts of speech. Original quote: “Таким образом, тотемизм и фетишизм есть два наиболее ярких и более всего понятных результата инкорпорированного мышления, возникающего на основе неспособности четко разъединять и соединять расчлененные категории, подобно тому, как эта неспособность лежит в основе неспособности различать части речи.”","losev1982znak"
"morphological type",">>","ergative type","","Grammatical types of languages","coevolution","hypothesis","no","Losev 1982: 392: “The ergative sentence, in the first place, expresses the subject and not only with the help of a noun, but also with the help of the instrumental case of this noun, which is an indicator of the action of the subject. On the other hand, the ergative sentence operates with a very clear category of a transitive verb, which is expressed by the predicate. These factors fully ensure the new role of the subject, which is the role of the doer of an action.” Original quote: “Эргативное предложение прежде всего выражает подлежащее не только при помощи имени, но и при по мощи орудийности падежа этого имени, указывающего как раз на действие субъекта. С другой стороны, эргативное предложение оперирует очень четкой категории ей переходного глагола, в виде которого выступает здесь сказуемое. Этим вполне обеспечивается та новая роль, в которой выступает субъект, а именно роль действующего лица.”","losev1982znak"
"ergative type","~","animism","n-m","Animism","coevolution","hypothesis","no","Losev 1982: 394: “The ergative structure of language and thinking expressed a new type of ideology which we call ‘animism’ and which is by no means the primordial property of human consciousness, as many bourgeois scholars argue, but is the product of a quite developed society that marks the end of the primitive society.” Original quote: “[Э]ргативный строй языка и мышления явился выразителем той новой идеологии, которую мы называем анимизмом и которая, очевидно, отнюдь не есть исконное достояние человеческого сознания, как представляют себе многие буржуазные ученые, но есть продукт весьма развитой общественности, продукт скорее конца первобытного общества, чем его начала.”","losev1982znak"
"fetish: with certain qualities",">>","animism","","Animism","coevolution","hypothesis","no","Losev 1982: 311: “Thus, in this study, ‘animism’ is not understood as a general ensoulment of matter that occurs in fetishism and which is, in fact, its most prominent characteristic, but it is perceived as a recognition of a living demon or god who has already separated from matter and is now controlling it. From this perspective, animism is, of course, a later abstraction in comparison with fetishism, and it emerged only in the millennium when there was a transition from an ergative to a nominative type of thinking.” Original quote: “Таким образом, под анимизмом мы понимаем в настоящей работе не то всеобщее одушевление материи, которое имеет место в фетишизме и которое для него-то, собственно говоря, и наиболее характерно, но признание живого демона или бога как уже отделившихся от материи и ею управляющих. В таком виде анимизм есть, конечно, позднейшая абстракция в сравнении с фетишизмом, и существует он только в то тысячелетие, которое прошло от эргативного до номинативного мышления.”","losev1982znak"
"ergative type",">>","nominative type","","Grammatical types ","coevolution","hypothesis","no","Losev 1982: 398: “And so the time has come for the grammatical structure of a sentence, where the subject had an ultimate generalization and abstractness – it encompassed absolutely everything that belonged to it or could potentially belong to it. The subject no longer emerged only in one particular form, but it emerged as ‘itself’ – and hence was associated with itself. This is the nominative case, the case of the subject in a sentence, by which this grammatical structure has been termed: whereas other grammatical cases speak to the correlation of the subject with other subjects, objects or actions, the nominative case specifically expresses the relation of the subject to itself.” Original quote: “Так вот и наступила очередь того грамматического строя, который обеспечил субъекту его предельную обобщенность и абстрактность, когда он охватывает решительно все, что ему принадлежит или может принадлежать, когда он уже не выступает только в том или ином частном виде, но когда он является самим собой и, следовательно, отождествляется с самим собой. Это и есть тот именительный падеж, по которому получил название и весь грамматический строй, так называемый номинативный, и который является здесь падежом подлежащего, потому что если прочие падежи говорят о соотнесенности субъекта с другими субъектами, предметами или действиями, то именительный падеж говорит специально о соотнесенности субъекта с самим собой.”","losev1982znak"
"nominative type","~","nominative case","n-m","Grammatical types","coevolution","hypothesis","no","Losev 1982: 398: “And so the time has come for the grammatical structure of a sentence, where the subject had an ultimate generalization and abstractness – it encompassed absolutely everything that belonged to it or could potentially belong to it. The subject no longer emerged only in one particular form, but it emerged as ‘itself’ – and hence was associated with itself. This is the nominative case, the case of the subject in a sentence, by which this grammatical structure has been termed: whereas other grammatical cases speak to the correlation of the subject with other subjects, objects or actions, the nominative case specifically expresses the relation of the subject to itself.” Original quote: “Так вот и наступила очередь того грамматического строя, который обеспечил субъекту его предельную обобщенность и абстрактность, когда он охватывает решительно все, что ему принадлежит или может принадлежать, когда он уже не выступает только в том или ином частном виде, но когда он является самим собой и, следовательно, отождествляется с самим собой. Это и есть тот именительный падеж, по которому получил название и весь грамматический строй, так называемый номинативный, и который является здесь падежом подлежащего, потому что если прочие падежи говорят о соотнесенности субъекта с другими субъектами, предметами или действиями, то именительный падеж говорит специально о соотнесенности субъекта с самим собой.”","losev1982znak"
"production economy",">","patriarchy","","Patriarchy","coevolution","hypothesis","no","Losev 1982: 399: “And this [the nominative stage in the development of language – TN], obviously, emerged in history together with patriarchy, when life demanded the separation of social functions […] from biological”. Original quote: “А это, очевидно, и появилось в истории вместе с появлением патриархата, когда жизнь потребовала отделить общественные […] функции от функций биологических.”","losev1982znak"
"patriarchy",">","""Greek Heroic Epos""","","Heroic epos","coevolution","hypothesis","no","Losev 1982: 400: “The power of the father and the paternal line of a family now gained more importance, which immediately was reflected in mythology: the long period of fetishism and demonology gave way to the so-called [Greek – TN] ‘Heroic Age’.” Original quote: “Власть отца и отцовский род получили теперь перевес, что не замедлило сказаться и в мифологии, в которой теперь наступил так называемый героический век вместо прежнего, колоссального по своей длительности периода фетишизма и демонологии.”","losev1982znak"
"animism",">","""Greek Heroic Epos""","","Heroic epos","coevolution","hypothesis","no","Losev 1982: 400: “The power of the father and the paternal line of a family now gained more importance, which immediately was reflected in mythology: the long period of fetishism and demonology gave way to the so-called [Greek – TN] ‘Heroic Age’.” Original quote: “Власть отца и отцовский род получили теперь перевес, что не замедлило сказаться и в мифологии, в которой теперь наступил так называемый героический век вместо прежнего, колоссального по своей длительности периода фетишизма и демонологии.”","losev1982znak"
"pre-morphological type: incorporating languages",">>","myth","","Mythology","coevolution","hypothesis","no","Losev 1982: 259: “And now we will give a name to this kind of ideology and to this kind of logic that arises from the incorporating type of sentence structure. This ideology and this logic can be termed ‘mythology’. After all, mythology is a perception of everything inanimate as living and everything mechanical as organic.” Original quote: “А теперь мы дадим название той идеологии и той логике, которая вырастает в связи с инкорпорированным строем предложения. Эта идеология и эта логика есть мифология. Ведь мифологией мы называем именно понимание всего неживого как живого и всего механического как органического.”","losev1982znak"
"pre-morphological type: incorporating languages",">>","totem","","Totemism","coevolution","hypothesis","no","Losev 1982: 263: “Therefore, totemism and fetishism are the two most striking and most understandable outcomes of incorporated thinking that arise from the inability to clearly distinguish different categories or unite them in [a larger – TN] category. This inability is also extended to the inability to distinguish parts of speech. Original quote: “Таким образом, тотемизм и фетишизм есть два наиболее ярких и более всего понятных результата инкорпорированного мышления, возникающего на основе неспособности четко разъединять и соединять расчлененные категории, подобно тому, как эта неспособность лежит в основе неспособности различать части речи.”","losev1982znak"
"ergative type","~","ergative case","n-m","Subject","coevolution","hypothesis","no","Losev 1982: 391: “It seems to us that it is quite obvious that none of the previous grammatical structures had tools to express the acting subject [the doer of an action – TN]; they also did not to use special grammatical categories and forms, in order to express actions and causes.” Original quote: “Нам кажется, является вполне очевидным то, что ни один из предыдущих грамматических строев не умел выразить действующего субъекта, не умел при помощи специальных грамматических категорий и форм выражать действия и причины.” Losev 1982: 393: “This is expressed by the ergative case of the subject, which under these conditions is perhaps perceived as an actor and a patient at the same time. The subject here both performs an action and is an instrument of supernatural forces.” Original quote: “Это и выражено эргативным падежом подлежащего, которое в этих условиях, очевидно, мыслится настолько же действующим, насколько и страдающим. Субъект тут и действует и является орудием высших сил.”","losev1982znak"
"ergative case",">>","nominative case","","Grammatical types","coevolution","hypothesis","no","Losev 1982: 335: “The subject [of a sentence – TN] is put here in the new grammatical case that did not exist in the grammatical types described above – this case being the so-called ‘nominative case’, the essence of which boils down to answering the question of ‘who’ or ‘what’?” Original quote: “Подлежащее ставится здесь в том новом падеже, которого не знает ни один из разобранных выше грамматических строев, в так называемом именительном падеже, сущность которого сводится к ответу на вопрос: кто, что?”","losev1982znak"
"myth","~","fetish: with certain qualities","","Mythology","coevolution","hypothesis","no","Losev 1982: 259: “And now we will give a name to this kind of ideology and to this kind of logic that arises from the incorporating type of sentence structure. This ideology and this logic can be termed ‘mythology’. After all, mythology is a perception of everything inanimate as living and everything mechanical as organic.” Original quote: “А теперь мы дадим название той идеологии и той логике, которая вырастает в связи с инкорпорированным строем предложения. Эта идеология и эта логика есть мифология. Ведь мифологией мы называем именно понимание всего неживого как живого и всего механического как органического.”","losev1982znak"
