"Var1","Relation","Var2","Cor","Topic","Stage","Type","Confirmed","Notes","bibref"
"marital status",">","future discounting","",NA,"language change","hypothesis","","I estimate fixed-effect Logit models of an individualxs propensity to save (versus not save) in the current year, regressed on the FTR strength of that individualxs language and a rich set of fixed-effects for country and individual characteristics. 23 These fixed effects control for a personxs: country of residence, income decile within that country, marital status (with 6 different classi fications), sex, education (with 8 different classifications), age (in ten-year bins), number of children, survey wave, and religion (from a set of 74) all int eracted (for a total of 1.4 billion categories)","chen2013effect"
"sex",">","future discounting","",NA,"language change","hypothesis","","I estimate fixed-effect Logit models of an individualxs propensity to save (versus not save) in the current year, regressed on the FTR strength of that individualxs language and a rich set of fixed-effects for country and individual characteristics. 23 These fixed effects control for a personxs: country of residence, income decile within that country, marital status (with 6 different classi fications), sex, education (with 8 different classifications), age (in ten-year bins), number of children, survey wave, and religion (from a set of 74) all int eracted (for a total of 1.4 billion categories)","chen2013effect"
"education",">","future discounting","neg",NA,"language change","hypothesis","","I estimate fixed-effect Logit models of an individualxs propensity to save (versus not save) in the current year, regressed on the FTR strength of that individualxs language and a rich set of fixed-effects for country and individual characteristics. 23 These fixed effects control for a personxs: country of residence, income decile within that country, marital status (with 6 different classi fications), sex, education (with 8 different classifications), age (in ten-year bins), number of children, survey wave, and religion (from a set of 74) all int eracted (for a total of 1.4 billion categories)","chen2013effect"
"age",">","future discounting","neg",NA,"language change","hypothesis","","I estimate fixed-effect Logit models of an individualxs propensity to save (versus not save) in the current year, regressed on the FTR strength of that individualxs language and a rich set of fixed-effects for country and individual characteristics. 23 These fixed effects control for a personxs: country of residence, income decile within that country, marital status (with 6 different classi fications), sex, education (with 8 different classifications), age (in ten-year bins), number of children, survey wave, and religion (from a set of 74) all int eracted (for a total of 1.4 billion categories)","chen2013effect"
"number of children",">","future discounting","",NA,"language change","hypothesis","","I estimate fixed-effect Logit models of an individualxs propensity to save (versus not save) in the current year, regressed on the FTR strength of that individualxs language and a rich set of fixed-effects for country and individual characteristics. 23 These fixed effects control for a personxs: country of residence, income decile within that country, marital status (with 6 different classi fications), sex, education (with 8 different classifications), age (in ten-year bins), number of children, survey wave, and religion (from a set of 74) all int eracted (for a total of 1.4 billion categories)","chen2013effect"
"religion",">","future discounting","",NA,"language change","hypothesis","","I estimate fixed-effect Logit models of an individualxs propensity to save (versus not save) in the current year, regressed on the FTR strength of that individualxs language and a rich set of fixed-effects for country and individual characteristics. 23 These fixed effects control for a personxs: country of residence, income decile within that country, marital status (with 6 different classi fications), sex, education (with 8 different classifications), age (in ten-year bins), number of children, survey wave, and religion (from a set of 74) all int eracted (for a total of 1.4 billion categories)","chen2013effect"
"origin of legal system","~","country wealth","",NA,"language change","review","","These controls account for the fact that legal rules protecting investors appear to vary systematically among legal traditions, with La Porta et al arguing that the laws of common law countries (originating in English law) are more protective of outside investors than civil law countries (originating in Roman law). They argue that these protections limit the extent of expropriation of outside investors by corporate insiders, and thereby promotes financial development. In this paper I include fixed effects for French, German, and Scandinavian legal origins, with English Legal origins as the excluded category.","chen2013effect"
"origin of legal system","~","obligatory grammatical distinction: future time reference","",NA,"language change","review","","These controls account for the fact that legal rules protecting investors appear to vary systematically among legal traditions, with La Porta et al arguing that the laws of common law countries (originating in English law) are more protective of outside investors than civil law countries (originating in Roman law). They argue that these protections limit the extent of expropriation of outside investors by corporate insiders, and thereby promotes financial development. In this paper I include fixed effects for French, German, and Scandinavian legal origins, with English Legal origins as the excluded category.","chen2013effect"
"trust",">","future discounting","neg",NA,"language change","review","yes"," xTrustx measures whether an individual thinks xmost people can be trustedx. This measure has a large and marginally significant effect on the propensity of an individual to save; individuals who think others are generally trustworthy are on average 23% more likely to have saved this year","chen2013effect"
"beliefs: family",">","future discounting","",NA,"language change","review","yes","xFamilyx measures how important a respondent says that family is to them (with 1 being xveryx and 4 being xnot at allx). People who report valuing family save signi fi cantly more than those who do not.","chen2013effect"
"beliefs: saving money",">","future discounting","",NA,"language change","hypothesis","yes","this question asks whether xthrift and saving moneyx is a value which is important to teach children.  Unsurprisingly, individuals who report that saving money is important are more likely to save. However, this effect is both smaller than the effect of language ( 11% versus 30% ), and does not meaningfully attenuate the effect of language on savings behavior.","chen2013effect"
"legal rights index",">","future discounting","neg",NA,"language change","hypothesis","","The World Bank strength of legal rights index measures the degree to which a countryxs collateral and bankruptcy laws protect the rights of borrowers and lenders and thus facilitate lending. The index ranges from 0 to 10, with higher scores indicating that these laws are better designed to expand access to credit.","chen2013effect"
"obligatory grammatical distinction: future time reference","~","future discounting","pos",NA,"language change","statistical","yes","strong-FTR families saving only 46% as often as weak-FTR families","chen2013effect"
"obligatory grammatical distinction: future time reference","~","future discounting","pos",NA,"language change","statistical","yes","retired households that speak strong-FTR languages have around 39% less by the time they retire.","chen2013effect"
"obligatory grammatical distinction: future time reference","~","future discounting","pos",NA,"language change","statistical","yes","a strongly grammaticalized FTR leads to a 24% higher probability of having ever smoked (daily for a year or more)","chen2013effect"
"obligatory grammatical distinction: future time reference","~","future discounting","pos",NA,"language change","statistical","yes","a strong-FTR language leads to a 29% lower probability of being physically active  ","chen2013effect"
"obligatory grammatical distinction: future time reference","~","future discounting","pos",NA,"language change","statistical","no","there appears to be no effect on walking speed","chen2013effect"
"obligatory grammatical distinction: future time reference","~","future discounting","pos",NA,"language change","statistical","yes","speaking a strong-FTR language is associated with a 13% higher probability of being medically obese","chen2013effect"
"obligatory grammatical distinction: future time reference","~","future discounting","pos",NA,"language change","statistical","yes","[speaking a strong-FTR language is associated with] a reduction in grip strength of almost a kilogram","chen2013effect"
"obligatory grammatical distinction: future time reference","~","future discounting","pos",NA,"language change","statistical","yes","[speaking a strong-FTR language is associated with] reduction in peak expiratory flow of 16 liters per minute","chen2013effect"
"obligatory grammatical distinction: future time reference","~=","future time reference: verb ratio","",NA,"language change","","","Verb ratio counts the number of verbs which are grammatically future-marked, divided by the total number of future-referring verbs.  In other words, in online weather forecasts in a language, what share of verbs about future weather are marked as future-referring?","chen2013effect"
"obligatory grammatical distinction: future time reference","~=","future time reference: sentence ratio","",NA,"language change","","","Similarly, xsentence ratiox asks: what share of sentences regarding future weather contain a grammatical future marker? In some languages (Arabic, for example), a sentence with multiple verbs will often mark only the fi rst as future-regarding.","chen2013effect"
