"Var1","Relation","Var2","Cor","Topic","Stage","Type","Confirmed","Notes","bibref"
"adolescence",">","gossip","pos","language development","language change","review","yes","'As we saw earlier, the disposition to gossip – that is, to disclose information about others – also increases during adolescence, especially in females.' pg. 270","locke2006language"
"adolescence",">","male vocal performance","pos","language use","language change","review","","'The adolescent male attraction to verbal dueling may also be supported by physiological factors. Consider the widely attested association between testosterone and physical aggression (Dabbs 2000). Since adolescent males, who have relatively high levels of testosterone, need ways to avoid hurting themselves, it may be adaptive for them to use verbal sport and humor in place of combat (Marsh 1978).' pg. 270","locke2006language"
"male vocal performance",">","external attention","pos","language use","language change","hypothesis","yes","'This relationship between speech and power may be linked to a connection between speech and attention, one in which vocal loudness plays a role.' pg. 268","locke2006language"
"external attention",">","social status","pos","language use","language change","hypothesis","yes","'In adulthood, individuals who speak in long sentences or hold the floor for long periods of time tend to receive more gazes than others, and to be perceived as unusually powerful (Abramovitch 1976; Bales et al. 1951; Dabbs & Ruback 1984; Exline et al. 1975; Kalma 1991; Kendon & Cook 1969; Mulac 1989).' pg. 268","locke2006language"
"gossip",">","social status","pos","language use","language change","review","yes","'In gossip as well as rap, verbal skill is used to raise one’s own status, and to lower that of competitors, while also broadcasting and enforcing community standards (Abrahams 1973).' pg. 270","locke2006language"
"social status",">","sexual attractivenss","pos","societal structure","language change","hypothesis","yes","'This research suggests that women who are attracted to men with a commanding way of speaking may get a mate for themselves, and father for their children, who has high levels of testosterone and status, and unusual access to valued resources.' pg. 272","locke2006language"
"sexual attractivenss",">","evolutionary fitness","pos","sexual selection","language change","hypothesis","","","locke2006language"
"maternal reproductive output",">","evolutionary fitness","pos","natural selection","language change","hypothesis","yes","'Doing so enhanced reproductive output without increasing the risk of mortality for the mother, or her infant or older children, for in cooperatively breeding societies others were available to help care for the young.' pg. 262","locke2006language"
"juvenility",">","male vocal performance","pos","language use","language change","hypothesis","","'Like males’ involvement in public performances, this difference between the sexes surfaces in late juvenility, spans a number of different cultures, and continues through adolescence into adulthood' pg. 270","locke2006language"
"verbal ability",">","sexual attractivenss","pos","language use","language change","review","yes","'Recently, it was reported that in both men and women, opposite-sex ratings of vocal attractiveness predicted age of first sexual intercourse, number of sexual partners, number of competing sexual relationships, and number of partners that were involved in other sexual relationships (Hughes et al. 2004). The authors concluded that “voice may have been an important parameter of mate choice” in human evolution (Hughes et al. 2004, p. 303).' pg. 272","locke2006language"
