"Var1","Relation","Var2","Cor","Topic","Stage","Type","Confirmed","Notes","bibref"
"cost of social interaction",">","language diversity","pos","language diversity","none","review",NA,"solation, such as that created by mountains or oceans, is theorized to promote cultural and linguistic diversity by increasing the costs of social interaction with neighboring groups (Stepp et al. 2005), but the evidence for this effect is mixed. For example, Nettle (1996) noted a negative correlation between language range size and altitudinal variation (r = –.60, p &lt; .001)","gavin2013toward"
"geographic isolation","/>","language diversity","none","ecology; language diversity","none","review",NA,"whereas Currie and Mace (2009) concluded that topography (measured as the standard deviation of altitude within a grid cell) has only a weak correlation with language range size at a global scale. Gavin and Sibanda (2012) found that more-isolated islands in the Pacific support less language diversity (possibly because of either the time since the last settlement or environmental factors that covary with isolation—e.g., soil fertility).","gavin2013toward"
"population fission",">","language diversity","pos","language diversity","none","review",NA,"In the hunter–gatherer societies of the time, the dominant force in language creation is likely to have been fissioning mechanisms, which resulted from a maximum group size of around 500–1000 individuals","gavin2013toward"
"population movement",">","language diversity","neg","language diversity","none","review",NA,"Indeed, the number of languages has been in decline since the Neolithic as agricultural groups have spread, replacing hunter–gatherers, and population movements have tended to reduce language stock diversity","gavin2013toward"
"political complexity",">","language diversity","neg","language diversity","none","review",NA,"Currie and Mace (2009) concluded that political complexity is a key driver of patterns in language range size, a result that supports a large body of theoretical work in which it is posited that the spread of politically complex agricultural societies is a dominant factor in the reduction of language diversity","gavin2013toward"
"wealth","/>","language diversity","none","language diversity","none","review",NA,"Other sociocultural factors, including relative wealth, social connectedness, and subsistence strategies, have garnered little support from previous empirical studies","gavin2013toward"
"social connectedness","/>","language diversity","none","language diversity","none","review",NA,"Other sociocultural factors, including relative wealth, social connectedness, and subsistence strategies, have garnered little support from previous empirical studies","gavin2013toward"
"subsistence style","/>","language diversity","none","language diversity","none","review",NA,"Other sociocultural factors, including relative wealth, social connectedness, and subsistence strategies, have garnered little support from previous empirical studies","gavin2013toward"
"population movement",">","group isolation","pos","language diversity","none","hypothesis",NA,"Although many underlying factors may influence the movement of groups of people (e.g., population growth, war, famine, exploration, trade), movement processes themselves can lead to group isolation, which is a crucial outcome for language diversification.","gavin2013toward"
"group isolation",">","language diversity","pos","language diversity","none","hypothesis",NA,"Although many underlying factors may influence the movement of groups of people (e.g., population growth, war, famine, exploration, trade), movement processes themselves can lead to group isolation, which is a crucial outcome for language diversification.","gavin2013toward"
"population growth",">","population movement","pos","language diversity","none","hypothesis",NA,"Although many underlying factors may influence the movement of groups of people (e.g., population growth, war, famine, exploration, trade), movement processes themselves can lead to group isolation, which is a crucial outcome for language diversification.","gavin2013toward"
"war",">","population movement","pos","language diversity","none","hypothesis",NA,"Although many underlying factors may influence the movement of groups of people (e.g., population growth, war, famine, exploration, trade), movement processes themselves can lead to group isolation, which is a crucial outcome for language diversification.","gavin2013toward"
"famine",">","population movement","pos","language diversity","none","hypothesis",NA,"Although many underlying factors may influence the movement of groups of people (e.g., population growth, war, famine, exploration, trade), movement processes themselves can lead to group isolation, which is a crucial outcome for language diversification.","gavin2013toward"
"exploration",">","population movement","pos","language diversity","none","hypothesis",NA,"Although many underlying factors may influence the movement of groups of people (e.g., population growth, war, famine, exploration, trade), movement processes themselves can lead to group isolation, which is a crucial outcome for language diversification.","gavin2013toward"
"trade",">","population movement","pos","language diversity","none","hypothesis",NA,"Although many underlying factors may influence the movement of groups of people (e.g., population growth, war, famine, exploration, trade), movement processes themselves can lead to group isolation, which is a crucial outcome for language diversification.","gavin2013toward"
"population movement",">","contact: population","pos","language diversity","none","hypothesis",NA,"In contrast, when a group moves into an already populated area, contact with other groups becomes important in shaping linguistic diversity.","gavin2013toward"
"contact: population",">","language diversity","n-m","language diversity","none","hypothesis",NA,"Theoretically, groups that come into contact may remain intact, with their languages undergoing little or no change. In other cases, contact can result in an expanding population replacing or displacing an existing population and its language (Bellwood 2009). Contact can also result in the expansion of the geographical range of a language without the replacement or displacement of existing populations through cultural assimilation, cultural diffusion, and language adoption (Bellwood 2009).","gavin2013toward"
"contact: population",">","borrowing","pos","language diversity","none","hypothesis",NA,"More commonly, contact may contribute to patterns of linguistic disparity by influencing language change through borrowing. Borrowing can affect many different aspects of a language, including the lexicon (i.e., vocabulary), syntax (i.e., sentence-level grammar), and phonology (i.e., sound systems).","gavin2013toward"
"contact: population",">","creolization","pos","language diversity","none","review",NA,"Contact may also lead to the formation of new languages, such as creoles and mixed languages (Thomason and Kaufman 1989).","gavin2013toward"
"social advantage",">","language endangerment","neg","language diversity","none","review",NA,"If a particular language is associated with social or economic advantage, ethnolinguistic groups will tend to favor that language, and the language will tend to prosper either from demic change or from cultural diffusion from one group to another as a result of prestige effects (Foley 2004). The clearest example of such a process comes from modern instances of language endangerment in countries such as the United States and Australia, where the languages of disadvantaged indigenous and migrant groups have low levels of intergenerational transfer and shifts to locally dominant languages are common (Grenoble and Whaley 1998).","gavin2013toward"
"economic advantage",">","language endangerment","neg","language diversity","none","review",NA,"If a particular language is associated with social or economic advantage, ethnolinguistic groups will tend to favor that language, and the language will tend to prosper either from demic change or from cultural diffusion from one group to another as a result of prestige effects (Foley 2004). The clearest example of such a process comes from modern instances of language endangerment in countries such as the United States and Australia, where the languages of disadvantaged indigenous and migrant groups have low levels of intergenerational transfer and shifts to locally dominant languages are common (Grenoble and Whaley 1998).","gavin2013toward"
"population density",">","contact: language","pos","language diversity","none","hypothesis",NA,"In addition, relative population densities are key in determining the outcome of encounters among language groups, with higher densities often conferring a competitive advantage.","gavin2013toward"
"technology",">","population density","pos","language diversity","none","hypothesis",NA,"High population densities are often a result of technological and political factors.","gavin2013toward"
"technology",">","political complexity","pos","language diversity","none","hypothesis",NA,"For example, technological advances, such as farming, have also permitted higher population densities, which have led to increased political complexity.","gavin2013toward"
"political complexity",">","labor specialization","pos","language diversity","none","hypothesis",NA,"Politically complex societies living at higher densities tend to have increased levels of labor specialization.","gavin2013toward"
"labor specialization",">","technology","pos","language diversity","none","hypothesis",NA,"Politically complex societies living at higher densities tend to have increased levels of labor specialization. This provides a feedback mechanism, further driving technological advances and increasing the competitive advantage of one group over others.","gavin2013toward"
"contact: language",">","language diversity","neg","language diversity","none","review",NA,"The expansion of relatively politically complex farming groups has radically changed the landscape of language diversity across much of the planet over the last 10,000 years as the languages of the farming groups displaced or assimilated the languages of many hunter–gatherers (Currie and Mace 2009).","gavin2013toward"
"spatial heterogeneity",">","specialization","pos","ecology; language diversity","none","hypothesis",NA,"Environmental heterogeneity can also interact with selection to produce specialization, because different livelihood strategies are better suited to different conditions.","gavin2013toward"
"specialization",">","group boundary formation","pos","language diversity","none","hypothesis",NA,"Environmental heterogeneity can also interact with selection to produce specialization, because different livelihood strategies are better suited to different conditions. This specialization can lead to group boundary formation and, therefore, to linguistic diversification (e.g., the difference between pastoralists and agriculturalists).","gavin2013toward"
"group boundary formation",">","language diversity","pos","language diversity","none","hypothesis",NA,"Environmental heterogeneity can also interact with selection to produce specialization, because different livelihood strategies are better suited to different conditions. This specialization can lead to group boundary formation and, therefore, to linguistic diversification (e.g., the difference between pastoralists and agriculturalists).","gavin2013toward"
"mean growing season","~=","environmental productivity","pos","","none","other",NA,"[This is a biological fact. This paragraph states this implicitly, but not explicitly:] However, subsequent studies (table 1; Sutherland 2003, Currie and Mace 2009, Gavin and Sibanda 2012) in different regions have shown less support for the role of MGS. Given the latitudinal patterns present, it is surprising that previous studies have indicated that both individual environmental variables, such as net primary productivity, and suites of environmental factors explain (in the statistical sense) only a small percentage of the variance in linguistic diversity (e.g., less than 20%; Moore et al. 2002, Currie and Mace 2009). Recent work shows that the importance of environmental factors such as net primary productivity and MGS is likely to change over time and that there is a significantly greater influence of these factors in forager and pastoralist groups than in agriculturalist societies (Currie and Mace 2012).","gavin2013toward"
"time",">","language diversity","pos","language diversity","none","hypothesis",NA,"Finally, time is a vital precondition of the linguistic diversification processes. Movement, contact, and selection all shape group boundaries, but these boundaries must be in place for a sufficient time in order for linguistic diversification to occur.","gavin2013toward"
"group size",">","linguistic complexity","neg","language diversity; sociolinguistics","none","review",NA,"Trudgill (2011) listed five major complexity-producing social factors: small group size, dense social networks, large amounts of shared information, high stability, and low levels of contact (see also Labov 2010).","gavin2013toward"
"social network density",">","linguistic complexity","pos","language diversity; sociolinguistics","none","review",NA,"Trudgill (2011) listed five major complexity-producing social factors: small group size, dense social networks, large amounts of shared information, high stability, and low levels of contact (see also Labov 2010).","gavin2013toward"
"degree of shared information",">","linguistic complexity","pos","language diversity; sociolinguistics","none","review",NA,"Trudgill (2011) listed five major complexity-producing social factors: small group size, dense social networks, large amounts of shared information, high stability, and low levels of contact (see also Labov 2010).","gavin2013toward"
"stability",">","linguistic complexity","pos","language diversity; sociolinguistics","none","review",NA,"Trudgill (2011) listed five major complexity-producing social factors: small group size, dense social networks, large amounts of shared information, high stability, and low levels of contact (see also Labov 2010).","gavin2013toward"
"contact: population",">","linguistic complexity","neg","language diversity; sociolinguistics","none","review",NA,"Trudgill (2011) listed five major complexity-producing social factors: small group size, dense social networks, large amounts of shared information, high stability, and low levels of contact (see also Labov 2010).","gavin2013toward"
"population size",">","linguistic rate of change","n-m","language diversity; sociolinguistics","none","review",NA,"Nettle (1999c) argued that rates of change are greater in small populations, because the smaller the number of speakers of a language is, the less time is required for changes to diffuse across the entire speech community. Conversely, Milroy (1992) and sociolinguists such as Trudgill (2005) have argued that smaller communities exhibit slower rates of change, because the dense and multiplex social network structures that such groups exhibit are known to be resistant to the introduction of innovations (Granovetter 1983). Therefore, the relationship between population size and rates of change is not at all straightforward.","gavin2013toward"
"contact: population",">","linguistic rate of change","pos","language diversity","none","review",NA,"Language contact has also been suggested as a cause of increased rates of change, primarily on the basis of the observation that languages in contact not only show the results of contact-induced change but also tend to show other language-internal changes, as well (Trudgill 2011).","gavin2013toward"
"adult language learners",">","linguistic complexity","neg","language diversity","none","review",NA,"In addition, a language that is frequently acquired by adult learners tends to lack the complexity of languages that are learned only by children, because adult acquisition acts as a selective pressure against complexity (Trudgill 2005, 2011).","gavin2013toward"
"linguistic exogamy",">","structural convergence","pos","language diversity","none","review",NA,"One famous case involves the languages of the Vaupés region of Amazonia (Epps 2006), where the combination of widespread exogamy and strong cultural prohibitions against language mixing have led to languages showing almost no lexical borrowings but strong structural convergence.","gavin2013toward"
