"Var1","Relation","Var2","Cor","Topic","Stage","Type","Confirmed","Notes","bibref"
"sexual expressiveness","~","phoneme inventory: number of nasals","n-m","","language change","statistical","no","Ember and Ember (2007a) have demonstrated that total linguistic-sonority scores are predicted by a variety of factors besides climate. These variables include plant cover, mountainous terrain, and sexual restrictiveness. Other relevant variables in this line of inquiry have been literacy and degree of baby holding. However, zero-order correlations between our individual sonority classes and all these variables indicate little beyond chance outcomes, with only 11% of all runs being significant, and no single class being significantly related to the above variables more than twice. The inference seems clear that the embersÕ results apply not to the constituent classes of sound but to overall sonority scores, which are nevertheless still related to climatic zones.","Munroeetal2009"
"sexual expressiveness","~","phoneme inventory: number of laterals","n-m","","language change","statistical","no","Ember and Ember (2007a) have demonstrated that total linguistic-sonority scores are predicted by a variety of factors besides climate. These variables include plant cover, mountainous terrain, and sexual restrictiveness. Other relevant variables in this line of inquiry have been literacy and degree of baby holding. However, zero-order correlations between our individual sonority classes and all these variables indicate little beyond chance outcomes, with only 11% of all runs being significant, and no single class being significantly related to the above variables more than twice. The inference seems clear that the embersÕ results apply not to the constituent classes of sound but to overall sonority scores, which are nevertheless still related to climatic zones.","Munroeetal2009"
"sexual expressiveness","~","phoneme inventory: number of vowels","n-m","","language change","statistical","no","Ember and Ember (2007a) have demonstrated that total linguistic-sonority scores are predicted by a variety of factors besides climate. These variables include plant cover, mountainous terrain, and sexual restrictiveness. Other relevant variables in this line of inquiry have been literacy and degree of baby holding. However, zero-order correlations between our individual sonority classes and all these variables indicate little beyond chance outcomes, with only 11% of all runs being significant, and no single class being significantly related to the above variables more than twice. The inference seems clear that the embersÕ results apply not to the constituent classes of sound but to overall sonority scores, which are nevertheless still related to climatic zones.","Munroeetal2009"
"physical terrain: roughness","~","phoneme inventory: number of nasals","n-m","","language change","statistical","no","Ember and Ember (2007a) have demonstrated that total linguistic-sonority scores are predicted by a variety of factors besides climate. These variables include plant cover, mountainous terrain, and sexual restrictiveness. Other relevant variables in this line of inquiry have been literacy and degree of baby holding. However, zero-order correlations between our individual sonority classes and all these variables indicate little beyond chance outcomes, with only 11% of all runs being significant, and no single class being significantly related to the above variables more than twice. The inference seems clear that the embersÕ results apply not to the constituent classes of sound but to overall sonority scores, which are nevertheless still related to climatic zones.","Munroeetal2009"
"physical terrain: roughness","~","phoneme inventory: number of laterals","n-m","","language change","statistical","no","Ember and Ember (2007a) have demonstrated that total linguistic-sonority scores are predicted by a variety of factors besides climate. These variables include plant cover, mountainous terrain, and sexual restrictiveness. Other relevant variables in this line of inquiry have been literacy and degree of baby holding. However, zero-order correlations between our individual sonority classes and all these variables indicate little beyond chance outcomes, with only 11% of all runs being significant, and no single class being significantly related to the above variables more than twice. The inference seems clear that the embersÕ results apply not to the constituent classes of sound but to overall sonority scores, which are nevertheless still related to climatic zones.","Munroeetal2009"
"physical terrain: roughness","~","phoneme inventory: number of vowels","n-m","","language change","statistical","no","Ember and Ember (2007a) have demonstrated that total linguistic-sonority scores are predicted by a variety of factors besides climate. These variables include plant cover, mountainous terrain, and sexual restrictiveness. Other relevant variables in this line of inquiry have been literacy and degree of baby holding. However, zero-order correlations between our individual sonority classes and all these variables indicate little beyond chance outcomes, with only 11% of all runs being significant, and no single class being significantly related to the above variables more than twice. The inference seems clear that the embersÕ results apply not to the constituent classes of sound but to overall sonority scores, which are nevertheless still related to climatic zones.","Munroeetal2009"
"physical terrain: roughness","~","phoneme inventory: number of rhotics","n-m","","language change","statistical","no","Ember and Ember (2007a) have demonstrated that total linguistic-sonority scores are predicted by a variety of factors besides climate. These variables include plant cover, mountainous terrain, and sexual restrictiveness. Other relevant variables in this line of inquiry have been literacy and degree of baby holding. However, zero-order correlations between our individual sonority classes and all these variables indicate little beyond chance outcomes, with only 11% of all runs being significant, and no single class being significantly related to the above variables more than twice. The inference seems clear that the embersÕ results apply not to the constituent classes of sound but to overall sonority scores, which are nevertheless still related to climatic zones.","Munroeetal2009"
"plant cover","~","phoneme inventory: number of nasals","n-m","","language change","statistical","no","Ember and Ember (2007a) have demonstrated that total linguistic-sonority scores are predicted by a variety of factors besides climate. These variables include plant cover, mountainous terrain, and sexual restrictiveness. Other relevant variables in this line of inquiry have been literacy and degree of baby holding. However, zero-order correlations between our individual sonority classes and all these variables indicate little beyond chance outcomes, with only 11% of all runs being significant, and no single class being significantly related to the above variables more than twice. The inference seems clear that the embersÕ results apply not to the constituent classes of sound but to overall sonority scores, which are nevertheless still related to climatic zones.","Munroeetal2009"
"plant cover","~","phoneme inventory: number of laterals","n-m","","language change","statistical","no","Ember and Ember (2007a) have demonstrated that total linguistic-sonority scores are predicted by a variety of factors besides climate. These variables include plant cover, mountainous terrain, and sexual restrictiveness. Other relevant variables in this line of inquiry have been literacy and degree of baby holding. However, zero-order correlations between our individual sonority classes and all these variables indicate little beyond chance outcomes, with only 11% of all runs being significant, and no single class being significantly related to the above variables more than twice. The inference seems clear that the embersÕ results apply not to the constituent classes of sound but to overall sonority scores, which are nevertheless still related to climatic zones.","Munroeetal2009"
"plant cover","~","phoneme inventory: number of rhotics","n-m","","language change","statistical","no","Ember and Ember (2007a) have demonstrated that total linguistic-sonority scores are predicted by a variety of factors besides climate. These variables include plant cover, mountainous terrain, and sexual restrictiveness. Other relevant variables in this line of inquiry have been literacy and degree of baby holding. However, zero-order correlations between our individual sonority classes and all these variables indicate little beyond chance outcomes, with only 11% of all runs being significant, and no single class being significantly related to the above variables more than twice. The inference seems clear that the embersÕ results apply not to the constituent classes of sound but to overall sonority scores, which are nevertheless still related to climatic zones.","Munroeetal2009"
"plant cover","~","phoneme inventory: number of vowels","n-m","","language change","statistical","no","Ember and Ember (2007a) have demonstrated that total linguistic-sonority scores are predicted by a variety of factors besides climate. These variables include plant cover, mountainous terrain, and sexual restrictiveness. Other relevant variables in this line of inquiry have been literacy and degree of baby holding. However, zero-order correlations between our individual sonority classes and all these variables indicate little beyond chance outcomes, with only 11% of all runs being significant, and no single class being significantly related to the above variables more than twice. The inference seems clear that the embersÕ results apply not to the constituent classes of sound but to overall sonority scores, which are nevertheless still related to climatic zones.","Munroeetal2009"
