"Var1","Relation","Var2","Cor","Topic","Stage","Type","Confirmed","Notes","bibref"
"writing",">","transmission fidelity","pos","","language change","review","","With increases in population size and increases in interconnectivity, thanks to literacy, radio, television and most recently, the Internet, we should now be experiencing an unprecedented rate of innovation and adoption. Indeed, this is what we see. Analyses of the diffusion of technologies in 166 countries over the last 200 years suggest that adoption rates have been increasing [86]. Analyses of innovation within surgical techniques, as measured by patents and publications over the last 30 years, show an exponential increase in innovations [87].","muthukrishna2016innovation"
"communication technology: internet",">","transmission fidelity","pos","","language change","review","","With increases in population size and increases in interconnectivity, thanks to literacy, radio, television and most recently, the Internet, we should now be experiencing an unprecedented rate of innovation and adoption. Indeed, this is what we see. Analyses of the diffusion of technologies in 166 countries over the last 200 years suggest that adoption rates have been increasing [86]. Analyses of innovation within surgical techniques, as measured by patents and publications over the last 30 years, show an exponential increase in innovations [87].","muthukrishna2016innovation"
"communication technology: radio",">","transmission fidelity","pos","","language change","review","","With increases in population size and increases in interconnectivity, thanks to literacy, radio, television and most recently, the Internet, we should now be experiencing an unprecedented rate of innovation and adoption. Indeed, this is what we see. Analyses of the diffusion of technologies in 166 countries over the last 200 years suggest that adoption rates have been increasing [86]. Analyses of innovation within surgical techniques, as measured by patents and publications over the last 30 years, show an exponential increase in innovations [87].","muthukrishna2016innovation"
"communication technology: television",">","transmission fidelity","pos","","language change","review","","With increases in population size and increases in interconnectivity, thanks to literacy, radio, television and most recently, the Internet, we should now be experiencing an unprecedented rate of innovation and adoption. Indeed, this is what we see. Analyses of the diffusion of technologies in 166 countries over the last 200 years suggest that adoption rates have been increasing [86]. Analyses of innovation within surgical techniques, as measured by patents and publications over the last 30 years, show an exponential increase in innovations [87].","muthukrishna2016innovation"
"tightness",">","transmission fidelity","neg","","language change","review","","Examples of factors that increase transmission fidelity include: �_More social tolerance and prosociality�models that make themselves more accessible or are better teachers [47,48,91].","muthukrishna2016innovation"
"prosociality",">","transmission fidelity","pos","","language change","review","","Examples of factors that increase transmission fidelity include: �_More social tolerance and prosociality�models that make themselves more accessible or are better teachers [47,48,91].","muthukrishna2016innovation"
"childhood length",">","transmission fidelity","pos","","language change","review","","Examples of factors that increase transmission fidelity include: ... An extended juvenile period and/or longer lifespan, giving learners with more plastic brains more time to learn.","muthukrishna2016innovation"
"theory of mind",">","transmission fidelity","pos","","language change","review","","Examples of factors that increase transmission fidelity include: ... Better learning abilities, such as a better ability to represent and predict the mental states of others (better theory of mind).","muthukrishna2016innovation"
"tightness","~=","social tolerance","pos","","language change","review","","Research in the psychological sciences has identified cultural differences in �tightness' (strong social norms and low tolerance for deviant behaviour) and �looseness' (weak social norms and high tolerance for deviant behaviour) [94]. ","muthukrishna2016innovation"
"tightness","~","rate of innovation","neg","","language change","review","","Across 68 countries, a larger standard deviation [tightness] is correlated with more innovation [67].","muthukrishna2016innovation"
"individualism","~","rate of innovation","pos","","language change","review","","They find that individualism, lower uncertainty avoidance and younger managers (all associated with higher variance), each lead to higher quality and more original innovations (also see [96]).","muthukrishna2016innovation"
"uncertainty avoidance","~","rate of innovation","neg","","language change","review","","They find that individualism, lower uncertainty avoidance and younger managers (all associated with higher variance), each lead to higher quality and more original innovations (also see [96]).","muthukrishna2016innovation"
"tightness","~=","individualism","pos","","language change","review","","They find that individualism, lower uncertainty avoidance and younger managers (all associated with higher variance), each lead to higher quality and more original innovations (also see [96]).","muthukrishna2016innovation"
"tightness","~=","uncertainty avoidance","pos","","language change","review","","They find that individualism, lower uncertainty avoidance and younger managers (all associated with higher variance), each lead to higher quality and more original innovations (also see [96]).","muthukrishna2016innovation"
"tightness","~=","standard deviation in values and beliefs","pos","","language change","review","","One measure of tightness and looseness is standard deviation in values and beliefs. ","muthukrishna2016innovation"
"institutions: safety nets",">","transmission variance","pos","","language change","review","","reducing the costs of failure by creating a safety net can influence innovation via multiple channels, including by allowing individuals to invest in broader social ties (expanding the collective brain) over kin ties and by increasing entrepreneurship directly. This relationship is supported by analyses of England's old poor law [100], more forgiving bankruptcy laws across 15 countries [101], unemployment insurance in France [102] and in the USA, the introduction of food stamps [103], health insurance for children [104] and access to health insurance unbundled from employment [105], all of which increased entrepreneurship. ... Overall, social safety nets energize innovation because they permit individuals to interconnect in broader, richer, networks.","muthukrishna2016innovation"
"institutions: safety nets",">","population connectivity","","","","","","","muthukrishna2016innovation"
"vocabulary size",">","communicative efficiency","pos","","language change","review","","changes in languages can dramatically improve the efficiency of collective brains. ... These include larger vocabularies [112,113], ","muthukrishna2016innovation"
"phoneme inventory size",">","communicative efficiency","pos","","language change","review","","changes in languages can dramatically improve the efficiency of collective brains. ... These include ... bigger phonemic inventories, ","muthukrishna2016innovation"
"grammatical rules",">","communicative efficiency","pos","","language change","review","","changes in languages can dramatically improve the efficiency of collective brains. ... These include ... more grammatical tools [12] and ","muthukrishna2016innovation"
"morphological complexity",">","communicative efficiency","pos","","language change","review","","changes in languages can dramatically improve the efficiency of collective brains. ... These include ... more learnable syntactic morphologies [114]. ","muthukrishna2016innovation"
"communicative efficiency",">","transmission fidelity","","","language change","","","","muthukrishna2016innovation"
"communicative efficiency","~=","word length","","","language change","logical","","One way in which languages can more efficiently transmit information is by optimizing word length by information content. That is, by shrinking words with less information and thereby increasing the correlation between word length and information content, the rate of information per unit time is more constant, resulting in �smoother� communication.","muthukrishna2016innovation"
"communicative efficiency","~=","lexicon: information content","","","language change","logical","","One way in which languages can more efficiently transmit information is by optimizing word length by information content. That is, by shrinking words with less information and thereby increasing the correlation between word length and information content, the rate of information per unit time is more constant, resulting in �smoother� communication.","muthukrishna2016innovation"
"population size","~","communicative efficiency","pos","","language change","statistical","yes","The correlation between the log of number of speakers3 (data from Ethnologue [118]) and the degree of optimization [116] is substantial: r = 0.83, p = 0.002, with a 95% CI (bootstrapped) ranging from r = 0.57 to 0.95. Of course, these languages are related and therefore not statistically independent. To control for linguistic relatedness, we use the Indo-European language tree (from [119]) to calculate independent contrasts for the log of number of speakers and degree of optimization using the pic function in the R package ape [120]. We then fit a linear model using these contrasts (leaving out the intercept term). The correlation between contrasts is r = 0.77, p = 0.005, with a 95% CI (bootstrapped) ranging from r = 0.50 to 0.91.","muthukrishna2016innovation"
